,RM,ZN,PTRATIO,DIS,B,LSTAT,CRIM,TAX,INDUS,AGE,CHAS,NOX,RAD
0,-5.330400000000001,0.0003999999999997783,0.01039999999999992,-0.03959999999999937,0.0,-0.2852000000000011,0.9023999999999983,-0.007200000000000273,-0.03120000000000118,0.0,0.0,0.024000000000000198,-0.013599999999999213
1,-1.9015999999999977,0.014399999999999835,0.5908000000000022,-0.0860000000000003,0.061999999999999035,-0.7812000000000001,0.45359999999999945,0.0007999999999992013,-0.04999999999999964,-0.7752000000000023,0.0,1.0115999999999992,0.06400000000000076
2,-2.519599999999997,-0.03359999999999985,0.08800000000000097,-0.06399999999999757,-0.06839999999999939,-1.1931999999999987,0.3752000000000006,-0.18320000000000186,-0.00919999999999952,-0.15879999999999939,-0.02879999999999967,0.050400000000000486,-0.013599999999999567
3,-4.5352000000000015,-0.0031999999999982264,-0.22239999999999965,-0.24040000000000178,-0.056400000000000006,0.12279999999999873,-0.15319999999999964,0.004800000000000182,-0.08360000000000198,0.5656000000000017,0.0,0.32360000000000255,-0.08120000000000047
4,-0.15840000000000032,-0.008000000000001251,-0.4879999999999988,0.26839999999999903,0.02919999999999945,1.2120000000000009,0.02559999999999931,-0.20720000000000027,-0.11520000000000011,-0.11760000000000304,0.0,-0.22720000000000198,-0.0519999999999996
5,-0.5952000000000005,-0.009599999999998943,0.00800000000000054,-0.06879999999999989,0.09159999999999754,1.6211999999999989,1.059200000000001,-0.5215999999999994,-0.020000000000000285,0.772000000000002,0.0,-0.06600000000000072,0.0
6,-0.3844000000000037,0.0,-0.247199999999998,0.27960000000000085,0.47600000000000053,-0.9087999999999965,0.6980000000000001,-0.023199999999999932,-0.06039999999999992,0.5511999999999994,-0.027600000000000336,0.2120000000000001,-0.007599999999999341
7,-0.03879999999999946,0.0,-0.8251999999999995,0.01799999999999997,0.03320000000000043,-5.599999999999999,-0.49679999999999785,-0.32479999999999976,-0.05919999999999988,-0.7951999999999988,0.0,0.4855999999999995,0.005599999999999739
8,-0.13960000000000186,-0.02160000000000082,-0.3251999999999988,-0.2019999999999996,-0.015200000000000102,-0.39879999999999355,0.34360000000000285,0.14080000000000012,-0.07840000000000061,-0.33399999999999785,0.0,-0.06640000000000015,0.0
9,-1.8947999999999994,0.021599999999999397,-0.10599999999999951,-0.1039999999999985,0.22480000000000047,-2.0515999999999956,0.03720000000000319,-0.15720000000000098,-0.11040000000000134,-0.0815999999999999,0.0,0.44480000000000075,0.06159999999999997
10,-1.6775999999999995,0.0,-0.09039999999999963,-0.045599999999998884,-0.252800000000002,0.10439999999999934,-0.6491999999999962,0.005599999999999383,-0.016800000000000637,-0.0020000000000024443,0.0,-0.17560000000000073,-0.02839999999999989
11,-0.9787999999999976,-0.04000000000000057,-0.38400000000000034,-0.04920000000000115,-0.03999999999999702,0.0,-0.14639999999999845,0.03959999999999866,-0.05840000000000103,-0.4787999999999986,0.0,0.43920000000000137,0.11400000000000006
12,-4.116,0.0,0.033599999999999144,-0.030400000000000205,-0.0016000000000005344,0.9360000000000017,0.7572000000000003,0.11120000000000019,-0.00040000000000048883,0.7940000000000019,0.0,1.4584000000000024,0.0
13,-0.6788000000000036,-0.009199999999999875,-0.050799999999999554,-0.029199999999998737,0.1343999999999994,0.34280000000000116,0.47479999999999833,0.20239999999999939,-0.04800000000000111,0.43800000000000094,0.0,0.40480000000000055,-0.04959999999999951
14,-1.1323999999999999,-0.007199999999999563,0.06439999999999842,-0.2443999999999992,-0.008799999999999386,-1.7704000000000009,0.775200000000001,-0.07759999999999892,0.2208000000000027,1.1928000000000012,-0.01319999999999979,0.31880000000000164,-0.06880000000000024
15,-0.7428000000000005,1.4210854715202005e-15,0.010400000000000631,-0.0012000000000000454,0.01839999999999975,-0.4116000000000014,0.386399999999999,0.012000000000001166,0.04559999999999818,0.692799999999999,0.0,0.9120000000000011,-0.03160000000000096
16,-0.14800000000000182,0.01600000000000108,-0.555999999999998,-0.02639999999999958,0.06959999999999837,2.4928000000000012,0.5975999999999999,-0.18080000000000068,0.0031999999999992924,0.25960000000000105,0.0,0.3156000000000013,0.013599999999999567
17,-0.9460000000000008,-0.004800000000000182,-0.14279999999999796,-0.036000000000000656,0.06320000000000121,1.669599999999999,1.6288000000000014,-0.11520000000000082,0.06759999999999948,0.1475999999999999,-7.105427357601002e-16,0.465600000000002,-0.004800000000001248
18,3.5172000000000083,-0.04759999999999849,0.034800000000001316,0.14880000000000065,0.02440000000000069,0.30000000000000143,0.22399999999999737,0.4408000000000012,0.03880000000000017,0.019999999999998862,0.0,-0.20240000000000152,0.08320000000000008
19,9.752799999999997,-0.003999999999999204,0.003200000000000358,-0.11799999999999926,0.3308000000000007,0.7840000000000031,0.5847999999999981,0.1308000000000007,0.06359999999999957,2.1568000000000014,0.0,-0.026800000000000067,0.2495999999999988
20,-1.5879999999999967,0.0,-0.12759999999999821,0.06639999999999943,0.004800000000002314,0.5667999999999989,-0.18439999999999834,-0.027200000000000557,0.017600000000000903,-0.1215999999999994,0.0,-0.11480000000000246,-0.0607999999999997
21,-0.010000000000000852,0.0036000000000001365,-0.038000000000000256,0.1651999999999994,-0.00040000000000048883,0.27120000000000033,0.08759999999999976,0.02879999999999967,0.015599999999999881,-0.7768000000000022,0.0,-0.009600000000000363,-0.0744000000000014
22,1.760799999999999,0.0,-0.052000000000001025,0.08760000000000119,0.1995999999999995,2.3252000000000006,1.1603999999999979,0.005600000000000449,-0.19600000000000078,0.07399999999999736,-7.105427357601002e-16,-0.20959999999999965,0.09959999999999951
23,-0.8483999999999995,0.0,-0.014399999999999835,-1.7440000000000004,0.4240000000000002,0.5187999999999995,0.8563999999999993,-0.08719999999999928,-0.012800000000000011,0.22879999999999895,0.0,0.07519999999999953,0.061600000000000675
24,0.24239999999999995,0.0,0.028399999999999183,-0.0023999999999986697,-0.024800000000001533,1.3419999999999999,0.8640000000000032,-0.045999999999999375,-0.000800000000001333,0.11160000000000281,0.0,-0.04600000000000293,-0.0027999999999998694
25,-2.0816000000000003,0.0823999999999998,-0.09120000000000061,0.24920000000000114,0.0927999999999983,-1.2207999999999992,1.285200000000001,0.009600000000000363,-0.038800000000001236,-0.25279999999999986,0.0,0.2879999999999974,0.30600000000000166
26,-5.028799999999996,0.01839999999999975,0.14360000000000017,0.3908000000000008,-0.013199999999999079,0.0,0.5564000000000003,0.09000000000000057,0.0,0.004800000000000182,0.0,0.12920000000000192,-0.006000000000000227
27,-0.024799999999999756,-0.039200000000000304,-0.1132000000000005,0.6108000000000018,0.23359999999999737,-4.828800000000003,-0.03880000000000017,0.3524000000000001,-0.020400000000000064,-0.5248000000000005,0.0,0.40679999999999766,-0.0632000000000005
28,-0.09760000000000062,-0.014399999999999125,0.23759999999999765,1.3944000000000005,0.011999999999999034,-0.5780000000000015,0.09880000000000173,-0.04159999999999968,-0.019999999999999574,-0.09159999999999897,0.0,-0.8712000000000021,0.03559999999999945
29,-1.9335999999999978,0.0,0.3127999999999986,-0.14400000000000085,0.15879999999999955,-0.05159999999999983,0.7639999999999979,0.21999999999999958,0.009600000000000008,0.01640000000000157,0.0,-0.3208000000000027,0.01959999999999944
30,0.10239999999999974,0.0,0.12599999999999908,0.007200000000000983,0.013599999999999923,-0.22359999999999935,1.1575999999999997,-0.006000000000000227,0.046399999999999865,-0.03599999999999994,0.0,-0.13120000000000154,-0.012399999999999523
31,-0.4740000000000009,0.027599999999999625,0.08839999999999826,-0.20439999999999864,-0.07199999999999918,-0.9372000000000004,0.6204000000000043,-0.027199999999999846,0.011200000000000543,-0.2039999999999985,0.0,-1.2128000000000037,0.014000000000000058
32,-0.3463999999999999,0.0,-0.11039999999999991,0.0,-0.011600000000000676,0.9884000000000007,0.2396000000000022,-0.3543999999999993,0.05320000000000036,0.11720000000000005,0.0,0.032799999999999586,-0.016400000000000147
33,-0.9000000000000007,0.027600000000000336,0.18479999999999955,-0.16040000000000135,-0.7928000000000012,0.3799999999999983,0.5775999999999997,0.11319999999999979,0.09279999999999973,0.15119999999999933,0.007600000000000051,-0.025199999999999535,0.06559999999999988
34,-1.4208000000000012,0.0036000000000004917,0.0,-0.06600000000000002,-0.3539999999999999,-0.1360000000000003,0.530800000000001,0.01319999999999979,0.04720000000000013,0.14079999999999906,-0.02360000000000042,0.14879999999999888,0.0051999999999992495
35,2.2652,-0.010799999999998987,0.5699999999999956,0.20159999999999698,0.22560000000000144,2.5987999999999998,0.3639999999999944,-0.009199999999999164,0.03919999999999817,-0.36719999999999686,0.0,-0.1376000000000012,-0.07199999999999918
36,-0.4059999999999985,-0.03359999999999985,0.049199999999999376,-0.008799999999999386,0.01840000000000188,1.7688000000000001,0.39599999999999796,0.03200000000000003,0.008399999999999607,0.1391999999999996,-0.021999999999999888,0.13680000000000056,0.0
37,0.20319999999999858,0.028400000000000602,0.0563999999999993,0.001999999999999602,-0.3123999999999995,0.7184000000000005,0.5932000000000006,0.0,0.21599999999999858,-0.0887999999999991,0.0,-0.020400000000000064,-0.007599999999999341
38,-6.406000000000001,0.1063999999999993,0.10560000000000117,0.3235999999999983,0.34920000000000045,-0.22120000000000245,-0.18839999999999862,0.18399999999999855,-0.035600000000000166,-0.2880000000000031,0.0,0.006400000000000716,-0.006000000000000227
39,0.3712000000000003,0.0,0.1224000000000018,-1.6143999999999994,0.03240000000000052,3.460799999999999,0.4736000000000026,0.054400000000001114,0.026800000000000067,-0.07359999999999829,-0.02080000000000055,-0.14720000000000014,0.19159999999999827
40,-0.397199999999998,-0.012800000000000011,0.08719999999999999,0.25759999999999933,-0.04359999999999893,1.0628000000000015,0.6304000000000002,0.820800000000002,1.0000000000000013,-0.3403999999999989,0.00799999999999983,0.2256000000000018,-0.014799999999999614
41,0.13799999999999848,-0.033199999999998654,-0.061599999999998545,-0.12600000000000158,-0.012800000000001255,6.4319999999999995,0.1868000000000009,0.24999999999999928,0.2988000000000028,-0.08360000000000056,0.0,0.08680000000000021,-0.06520000000000081
42,-2.059600000000004,-0.016399999999999436,0.024399999999999977,-0.07799999999999976,-0.08599999999999994,-1.4652,-0.12080000000000127,0.17760000000000034,-0.1428000000000001,-0.7315999999999974,0.05919999999999916,-0.0035999999999994257,-0.035200000000000384
43,0.3015999999999984,-0.011199999999998055,-0.079999999999999,0.012400000000000588,0.006000000000000227,-1.5772000000000013,0.6051999999999993,-0.19080000000000225,0.014399999999999835,-1.1764000000000037,0.07920000000000016,0.14720000000000155,-0.013600000000000279
44,-0.012000000000000099,0.012799999999999302,0.3152000000000008,-1.7564000000000022,-0.06920000000000073,0.09279999999999973,0.6144000000000048,0.2587999999999983,0.06679999999999993,0.16440000000000127,0.0,-0.0883999999999979,0.010799999999999343
45,0.5036000000000023,0.0,0.2815999999999995,0.32520000000000027,-0.01840000000000046,-1.0836000000000012,0.0695999999999998,-0.2804000000000009,-0.009199999999999875,0.11039999999999957,0.1967999999999986,1.8964000000000012,0.004800000000000182
46,-7.560399999999999,-0.009599999999999654,0.05240000000000009,0.29399999999999976,-0.47840000000000094,-0.4848000000000006,0.19719999999999943,0.0695999999999998,0.07439999999999962,-0.30520000000000136,0.09119999999999955,0.08519999999999932,0.006000000000000227
47,3.073999999999999,0.0,0.09280000000000185,-0.4891999999999996,-0.5255999999999986,6.688799999999998,0.6676000000000037,-0.07119999999999962,0.03200000000000003,0.16319999999999765,0.0,0.48000000000000115,0.07959999999999923
48,8.239600000000001,0.0,0.08800000000000097,0.1563999999999993,0.5124000000000024,0.8680000000000035,-0.28480000000000205,0.007599999999999341,-0.018399999999998327,-0.3256000000000029,-0.01039999999999992,0.046399999999999865,-0.02400000000000091
49,11.08719999999999,0.0,0.12359999999999971,-0.1303999999999995,0.3536000000000037,1.3152000000000066,-0.35680000000000406,-0.007600000000000051,0.022400000000000374,0.2707999999999995,-0.007600000000002183,0.39160000000000145,0.1112000000000009
50,1.6996000000000009,-0.002400000000000091,0.6459999999999997,-0.044400000000002396,-0.024399999999999266,0.3356000000000009,0.5108000000000011,-0.04719999999999871,-0.11280000000000072,-0.24879999999999888,0.0,0.7223999999999993,0.2544000000000004
51,-0.5104000000000013,-0.014399999999999835,-0.07080000000000056,-0.0644000000000002,0.4255999999999986,4.713600000000001,0.032799999999997456,0.07999999999999971,0.019999999999999574,2.022000000000003,0.0,-0.05279999999999987,-0.004400000000000404
52,6.531200000000004,0.0,-0.20959999999999895,0.12280000000000299,-0.02040000000000077,1.9095999999999975,0.4291999999999945,0.09120000000000132,-0.013999999999998635,1.517999999999995,0.0,0.6712000000000025,0.6735999999999998
53,0.24880000000000066,0.0031999999999982264,0.12480000000000153,-0.0475999999999992,-0.062000000000001165,2.0732000000000017,0.32280000000000014,0.1535999999999998,0.06159999999999997,0.6804000000000038,-0.02359999999999971,0.020400000000000064,-0.0040000000000006255
54,0.17079999999999843,0.0867999999999988,0.26159999999999856,-0.8987999999999999,0.06879999999999811,2.2431999999999994,0.16119999999999876,0.09799999999999934,-0.11439999999999913,-0.3820000000000029,-0.02120000000000033,-0.07199999999999988,0.36080000000000184
55,3.4655999999999985,0.0,0.2096,-0.7051999999999993,-0.019999999999998862,0.11360000000000028,0.6000000000000014,0.006799999999999073,0.10080000000000026,-0.11919999999999717,0.0,0.029999999999999007,-0.08240000000000051
56,-1.1923999999999981,-0.006399999999999295,0.11080000000000005,0.37960000000000027,0.0,1.086000000000001,0.532399999999997,0.26359999999999884,-0.029999999999999714,0.2563999999999986,0.0,-0.0011999999999989797,0.017600000000000192
57,-1.3159999999999994,-0.01600000000000108,0.14280000000000115,-0.12320000000000064,-0.026800000000000067,3.4935999999999985,0.5619999999999997,0.030799999999999272,-0.09519999999999981,0.7836000000000005,0.0,0.01039999999999992,-7.105427357601002e-16
58,-0.3263999999999996,-0.025600000000002864,0.0,-0.1264000000000003,0.06080000000000112,1.7396000000000016,0.015600000000002012,0.22959999999999853,-0.0064000000000000055,-0.07520000000000096,0.0,-0.04880000000000066,-0.061999999999999035
